Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Automated content synthesis using neural networks,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Nicholas Diakopoulos, Emily Withrow, Ben Zhao","Neural network technology is rapidly advancing to be able to synthesize new content, whether that be videos, images, audio or texts, that is at times almost indistinguishable from human-authored content. This session will provide a state-of-the-art overview of capabilities in this space, as well as discussion and debate about potential application in journalism and challenges that synthesized content poses for tasks like reporting and fact-checking. Attendees of the session will come away with a better understanding of where the technology is headed and how it could affect journalism in the near future. 
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3544/
=======
>>>>>>> origin
,From climate change to homelessness: Using housing data on any beat,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Aaron Terrazas,"Housing data can tell rich stories beyond the ups and downs of the real estate market. Join Zillow Senior Economist Aaron Terrazas and learn how housing data can enrich and inform stories about culture, policy, inequality and much more. Aaron will demonstrate how to use free, online, local and national housing metrics.
In this session, you will:
- Find out what data is freely available and how to download it in a usable format, down to the ZIP code or neighborhood level.
-  See how housing data can be used to tell stories about the real human impact of policies and major events affecting your readers.
- Learn about mixing housing data with other data sources to give insights into important conversations around topics like childcare costs and job opportunities.
",Sheffield,http://ire.org/events-and-training/event/3189/3654/
<<<<<<< HEAD
,IPUMS and microdata - Diving deep with Census,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Robert Gebeloff,"We'll explore census microdata and, in particular, the wonderful IPUMS site. We'll show how to use microdata, including common pitfalls, and the reasons why it's worth the trouble.
",Clark,http://ire.org/events-and-training/event/3189/3573/
=======
,Finding the story: Open policing data,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Cheryl Phillips,"Researchers at Stanford University examined the records from more than 60 million state patrol stops in 20 states between 2011 and 2015. The study found that police stopped black drivers more often than white drivers relative to their share of the driving-age population, but that Hispanic drivers are stopped less often than whites.
This workshop will help journalists adapt the data and produce stories from it. While the data analysis by Stanford covers 20 states, researchers say they have found consistent trends that speak to national issues and have released data for 30 states. The project is currently collecting data from county and city jurisdictions and expects to process, normalize and release that data as well.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3669/
>>>>>>> origin
,Putting your town under a microscope -- and keeping it there,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Kate Howard, Matt Kiefer, John Diedrich","Ever wonder how other journalists manage investigations and the inevitable series of follow-ups that come with them? This panel will discuss practical and technical tips for zooming in to the smallest levels of your beat and monitor every budget line item, census tract or lawsuit you need to report the story -- and how to follow the story to the end.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3555/
,Life after Code: The Computational Journalism Workbench,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Jonathan Stray,"Workbench is a new data journalism tool that combines scraping, cleaning, monitoring and visualization. In this hands-on, no-coding tutorial, you'll learn how to use the Workbench for several different newsroom tasks. Create embeddable charts that update when new data is released, monitor a variety of data sources for changes and build sharable, reproducible workflows to clean and explore data. No coding necessary, but programmers are welcome to come learn how they can build new modules to empower other journalists.
*Please note: You must bring your own laptop to participate in this class.
",Grace,http://ire.org/events-and-training/event/3189/3722/
<<<<<<< HEAD
,The only one in the newsroom,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Tim Broderick, Alexandra Kanik, Lisa Pickoff-White","When you have a certain skill - like using Excel - you'll tend to seek out the kinds of stories where you can exercise that skill. But if you're the only person in the newsroom with that skill, you're the ONLY PERSON doing those stories. 
We'll share our experiences as a lone person helping to grow the skills of their fellow reporters and editors through techniques such as code-clinic hours, co-programming, cheat sheets, tutorials and other (*shudder*) documentation. These practices are useful for staffs large and small, for organizations that want to increase their staffs' data skills or for a lone web developer who just wants to take a week off.
",Addison,http://ire.org/events-and-training/event/3189/3534/
,Conversation: Learn from my fail,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Saurabh Datar, Brent Jones, Maggie Lee","Come talk about times when you fell short in any phase of a project: Did you overlook something when planning? Use the wrong dataset? Analyze it incorrectly? Visualize it terribly? Or did you do everything correctly up until publication, and then fell flat when promoting it or dealing with your audience's reception? Or maybe you've got a touch of impostor syndrome. We all fail from time to time, so we might as well learn something from it.
",Halsted,http://ire.org/events-and-training/event/3189/3684/
,Diversity in the newsroom: Tips on hiring and retaining a diverse workforce,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Yolanda Martinez, Mark J. Rochester, Mizell Stewart III, Tracie Powell","Nearly everyone agrees that diversity improves coverage, so why are many newsrooms so far behind in hiring and keeping talented journalists of various races and backgrounds? Hear advice and discover key tactics and practices that improve the odds of building and maintaining a diverse staff. See how diverse newsrooms benefit readers, viewers and the entire community.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3561/
spreadsheets,Excel 3: Pivot tables,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Kimbriell Kelly,"A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours.
This session is good for: Anyone familiar with formulas, sorting and filtering in Excel or another spreadsheet program.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3611/
,Google Sheets: Advanced scraping using coding,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,Samantha Sunne,"Earlier, we scraped data with Google Sheets using formulas and some fancy copying and pasting. This time, we're building more flexible and powerful scrapers by actually writing code inside a Google Sheet. We'll use Google Apps Script, similar to JavaScript, to scrape data into Sheets to make it ready to be shared and analyzed.
This session is good for: Reporters who need techniques to scrape more difficult sites.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3634/
=======
,Conversation: Learn from my fail,2018-03-08,11:30 a.m.,2018-03-08,12:30 p.m.,"Saurabh Datar, Brent Jones, Maggie Lee","Come talk about times when you fell short in any phase of a project: Did you overlook something when planning? Use the wrong dataset? Analyze it incorrectly? Visualize it terribly? Or did you do everything correctly up until publication, and then fell flat when promoting it or dealing with your audience's reception? Or maybe you've got a touch of impostor syndrome. We all fail from time to time, so we might as well learn something from it.
",Halsted,http://ire.org/events-and-training/event/3189/3684/
